id,old_id,name,reaction_eq_annotation,reaction_eq,reaction_abbreviation,reaction_eq_name,GPR,lower_bound,upper_bound,Object,EC_number,Unique_EC,annotation,Subsystem,KEGG_pathway,KEGG_iZM516_pathway,notes,annotated_in_pathway
rxn05339,rxn05339_c0,3R_3_Hydroxybutanoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0,"{""cpd00006_c0"":-1.0,""cpd11478_c0"":-1.0,""cpd00005_c0"":1.0,""cpd11488_c0"":1.0,""cpd00067_c0"":1.0}",cpd00006_c0 + cpd11478_c0 <=> cpd00005_c0 + cpd11488_c0 + cpd00067_c0,nadp_c + 3hbACP_c <=> nadph_c + h_c + actACP_c,NADP_c0 + (R)_3_Hydroxybutanoyl_[acyl_carrier_protein]_c0 <=> NADPH_c0 + Acetoacetyl_ACP_c0 + H_plus_c0,ZMOp33x016 or ZMO0090 or ZMO0318 or ZMO1946 or ZMO1222,-1000,1000,0,1.1.1.100|2.3.1.85|2.3.1.86,1.1.1.100|2.3.1.85|2.3.1.86,"{'AlgaGEM': 'R_R04533_c; R_R04533_p', 'AraGEM': 'R_R04533_c; R_R04533_p', 'bigg.reaction': 'HBUR1', 'JP_Creinhardtii_MSB': 'R_3OAR40', 'kegg.reaction': 'R04533', 'seed.reaction': 'rxn05339','sbo':'SBO:0000176'}","Cell wall of Mycobacteria; Fatty acid metabolic cluster; Hypothetical aromatic compound degradation cluster; metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids; 271-Bsub; Fatty acids",Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05340,rxn05340_c0,3R_3_Hydroxydodecanoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0,"{""cpd00006_c0"":-1.0,""cpd11480_c0"":-1.0,""cpd00005_c0"":1.0,""cpd11489_c0"":1.0,""cpd00067_c0"":1.0}",cpd00006_c0 + cpd11480_c0 <=> cpd00005_c0 + cpd11489_c0 + cpd00067_c0,nadp_c + 3hddACP_c <=> nadph_c + h_c + 3oxddACP_c,NADP_c0 + D_3_Hydroxydodecanoyl_[acp]_c0 <=> NADPH_c0 + 3_oxododecanoyl_acp_c0 + H_plus_c0,ZMO1946 or ZMO1222 or ZMO0318 or ZMOp33x016 or ZMO0090,-1000,1000,0,1.1.1.100|2.3.1.85|2.3.1.86,1.1.1.100|2.3.1.85|2.3.1.86,"{'AraCyc': 'RXN-9532', 'bigg.reaction': '3OAR120; HDDR5', 'BrachyCyc': 'RXN-9532', 'kegg.reaction': 'R04964', 'biocyc': 'META:RXN-9532', 'seed.reaction': 'rxn05340', 'ec-code': '1.1.1.100','sbo':'SBO:0000176'}","Cell wall of Mycobacteria; Fatty acid metabolic cluster; Hypothetical aromatic compound degradation cluster; metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids; 271-Bsub; Fatty acids",Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05341,rxn05341_c0,3R_3_Hydroxyoctanoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0,"{""cpd00006_c0"":-1.0,""cpd11483_c0"":-1.0,""cpd00005_c0"":1.0,""cpd00067_c0"":1.0,""cpd11490_c0"":1.0}",cpd00006_c0 + cpd11483_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd11490_c0,nadp_c + 3hocACP_c <=> nadph_c + h_c + 3oxocACP_c,NADP_c0 + (R)_3_Hydroxyoctanoyl_[acyl_carrier_protein]_c0 <=> NADPH_c0 + H_plus_c0 + 3_oxooctanoyl_acp_c0,ZMO0318 or ZMO1946 or ZMO1222 or ZMOp33x016 or ZMO0090,-1000,1000,0,1.1.1.100|2.3.1.85|2.3.1.86,1.1.1.100|2.3.1.85|2.3.1.86,"{'AlgaGEM': 'R_R04536_c; R_R04536_p', 'AraGEM': 'R_R04536_c; R_R04536_p', 'bigg.reaction': '3OAR80; HOCR3', 'JP_Creinhardtii_MSB': 'R_3OAR80', 'kegg.reaction': 'R04536', 'seed.reaction': 'rxn05341','sbo':'SBO:0000176'}","Cell wall of Mycobacteria; Fatty acid metabolic cluster; Hypothetical aromatic compound degradation cluster; metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids; 271-Bsub; Fatty acids",Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05342,rxn05342_c0,3R_3_Hydroxytetradecanoyl_acyl_carrier_protein_NADP_plus__oxidoreductase_c0,"{""cpd00006_c0"":-1.0,""cpd11484_c0"":-1.0,""cpd00005_c0"":1.0,""cpd11491_c0"":1.0,""cpd00067_c0"":1.0}",cpd00006_c0 + cpd11484_c0 <=> cpd00005_c0 + cpd11491_c0 + cpd00067_c0,nadp_c + 3htdACP_c <=> nadph_c + h_c + 3oxtdACP_c,NADP_c0 + HMA_c0 <=> NADPH_c0 + 3_oxotetradecanoyl_acp_c0 + H_plus_c0,ZMO0318 or ZMO1222 or ZMO1946 or ZMO0090 or ZMOp33x016,-1000,1000,0,1.1.1.100|2.3.1.85|2.3.1.86,1.1.1.100|2.3.1.85|2.3.1.86,"{'AraCyc': 'RXN-9536', 'bigg.reaction': '3OAR140; HTDR6', 'BrachyCyc': 'RXN-9536', 'kegg.reaction': 'R04566', 'biocyc': 'META:RXN-9536', 'seed.reaction': 'rxn05342', 'ec-code': '1.1.1.100','sbo':'SBO:0000176'}","Cell wall of Mycobacteria; Fatty acid metabolic cluster; Hypothetical aromatic compound degradation cluster; metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids; 271-Bsub; Fatty acids",Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|palmitate biosynthesis|arachidonate biosynthesis|lipid metabolism
rxn05343,rxn05343_c0,Octanoyl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,"{""cpd00067_c0"":-1.0,""cpd11470_c0"":-1.0,""cpd11492_c0"":-1.0,""cpd00011_c0"":1.0,""cpd11487_c0"":1.0,""cpd11493_c0"":1.0}",cpd00067_c0 + cpd11470_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11487_c0 + cpd11493_c0,h_c + octACP_c + malACP_c --> co2_c + 3oxdeACP_c + ACP_c,H_plus_c0 + Octanoyl_ACP_c0 + Malonyl_acyl_carrierprotein__c0 --> CO2_c0 + 3_oxodecanoyl_acp_c0 + ACP_c0,ZMO1899 and ZMO1278,0,1000,0,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,"{'AraCyc': 'RXN-9527', 'bigg.reaction': '3OAS100; CEM1_4; FAS2_4_1; MCMAT4', 'BrachyCyc': 'RXN-9527', 'kegg.reaction': 'R04960', 'biocyc': 'META:RXN-9527', 'seed.reaction': 'rxn05343', 'ec-code': ['2.3.1.179', '2.3.1.41'],'sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acid metabolic cluster; 271-Bsub; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|lipid metabolism
rxn05344,rxn05344_c0,Tetradecanoyl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,"{""cpd00067_c0"":-1.0,""cpd11466_c0"":-1.0,""cpd11492_c0"":-1.0,""cpd00011_c0"":1.0,""cpd11485_c0"":1.0,""cpd11493_c0"":1.0}",cpd00067_c0 + cpd11466_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11485_c0 + cpd11493_c0,h_c + myrsACP_c + malACP_c --> co2_c + 3oxhdACP_c + ACP_c,H_plus_c0 + Myristoyl_ACP_c0 + Malonyl_acyl_carrierprotein__c0 --> CO2_c0 + 3_oxohexadecanoyl_acp_c0 + ACP_c0,ZMO1899 and ZMO1278,0,1000,0,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,"{'AlgaGEM': 'R_R04968_c; R_R04968_p', 'AraGEM': 'R_R04968_c; R_R04968_p', 'bigg.reaction': 'CEM1_7; FAS2_7_1; MCMAT7', 'kegg.reaction': 'R04968', 'Maize_C4GEM': 'R_R04968_c; R_R04968_p', 'seed.reaction': 'rxn05344','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acid metabolic cluster; 271-Bsub; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|lipid metabolism
rxn05345,rxn05345_c0,dodecanoyl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,"{""cpd00067_c0"":-1.0,""cpd11468_c0"":-1.0,""cpd11492_c0"":-1.0,""cpd00011_c0"":1.0,""cpd11491_c0"":1.0,""cpd11493_c0"":1.0}",cpd00067_c0 + cpd11468_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11491_c0 + cpd11493_c0,h_c + ddcaACP_c + malACP_c --> co2_c + 3oxtdACP_c + ACP_c,H_plus_c0 + Dodecanoyl_ACP_c0 + Malonyl_acyl_carrierprotein__c0 --> CO2_c0 + 3_oxotetradecanoyl_acp_c0 + ACP_c0,ZMO1899 and ZMO1278,0,1000,0,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,"{'AraCyc': 'RXN-9535', 'bigg.reaction': '3OAS140; CEM1_6; FAS2_6_1; MCMAT6', 'BrachyCyc': 'RXN-9535', 'kegg.reaction': 'R04726', 'biocyc': 'META:RXN-9535', 'seed.reaction': 'rxn05345', 'ec-code': ['2.3.1.179', '2.3.1.41'],'sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acid metabolic cluster; 271-Bsub; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|lipid metabolism
rxn05346,rxn05346_c0,butyryl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,"{""cpd00067_c0"":-1.0,""cpd11464_c0"":-1.0,""cpd11492_c0"":-1.0,""cpd00011_c0"":1.0,""cpd11486_c0"":1.0,""cpd11493_c0"":1.0}",cpd00067_c0 + cpd11464_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11486_c0 + cpd11493_c0,h_c + butACP_c + malACP_c --> co2_c + 3oxhACP_c + ACP_c,H_plus_c0 + Butyryl_ACP_c0 + Malonyl_acyl_carrierprotein__c0 --> CO2_c0 + 3_Oxohexanoyl_[acp]_c0 + ACP_c0,ZMO1899 and ZMO1278,0,1000,0,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,"{'AraCyc': 'RXN-9516', 'bigg.reaction': '3OAS60; CEM1_2; FAS2_2_1; MCMAT2', 'BrachyCyc': 'RXN-9516', 'kegg.reaction': 'R04952', 'biocyc': 'META:RXN-9516', 'seed.reaction': 'rxn05346', 'ec-code': ['2.3.1.179', '2.3.1.41'],'sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acid metabolic cluster; 271-Bsub; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|lipid metabolism
rxn05347,rxn05347_c0,Acyl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,"{""cpd00067_c0"":-1.0,""cpd11492_c0"":-1.0,""cpd11494_c0"":-1.0,""cpd00011_c0"":1.0,""cpd11488_c0"":1.0,""cpd11493_c0"":1.0}",cpd00067_c0 + cpd11492_c0 + cpd11494_c0 --> cpd00011_c0 + cpd11488_c0 + cpd11493_c0,h_c + malACP_c + acACP_c --> co2_c + actACP_c + ACP_c,H_plus_c0 + Malonyl_acyl_carrierprotein__c0 + Acetyl_ACP_c0 --> CO2_c0 + Acetoacetyl_ACP_c0 + ACP_c0,ZMO1278 and ZMO1899,0,1000,0,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,"{'AraCyc': '3-OXOACYL-ACP-SYNTH-BASE-RXN', 'bigg.reaction': 'ACMAT1; CEM1_1; FAS2_1_1; KAS14', 'BrachyCyc': '3-OXOACYL-ACP-SYNTH-BASE-RXN', 'kegg.reaction': 'R04355', 'biocyc': 'META:3-OXOACYL-ACP-SYNTH-BASE-RXN', 'seed.reaction': 'rxn05347', 'ec-code': ['2.3.1.179', '2.3.1.41'],'sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acid metabolic cluster; 271-Bsub; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|lipid metabolism
rxn05348,rxn05348_c0,Decanoyl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,"{""cpd00067_c0"":-1.0,""cpd11474_c0"":-1.0,""cpd11492_c0"":-1.0,""cpd00011_c0"":1.0,""cpd11489_c0"":1.0,""cpd11493_c0"":1.0}",cpd00067_c0 + cpd11474_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11489_c0 + cpd11493_c0,h_c + decACP_c + malACP_c --> co2_c + 3oxddACP_c + ACP_c,H_plus_c0 + Decanoyl_ACP_c0 + Malonyl_acyl_carrierprotein__c0 --> CO2_c0 + 3_oxododecanoyl_acp_c0 + ACP_c0,ZMO1899 and ZMO1278,0,1000,0,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,"{'AraCyc': 'RXN-9531', 'bigg.reaction': '3OAS120; CEM1_5; FAS2_5_1; MCMAT5', 'BrachyCyc': 'RXN-9531', 'kegg.reaction': 'R04963', 'biocyc': 'META:RXN-9531', 'seed.reaction': 'rxn05348', 'ec-code': ['2.3.1.179', '2.3.1.41'],'sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acid metabolic cluster; 271-Bsub; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|lipid metabolism
rxn05349,rxn05349_c0,acetyl_CoA_acyl_carrier_protein_S_acetyltransferase_c0,"{""cpd00022_c0"":-1.0,""cpd11493_c0"":-1.0,""cpd00010_c0"":1.0,""cpd11494_c0"":1.0}",cpd00022_c0 + cpd11493_c0 <=> cpd00010_c0 + cpd11494_c0,accoa_c + ACP_c <=> coa_c + acACP_c,Acetyl_CoA_c0 + ACP_c0 <=> CoA_c0 + Acetyl_ACP_c0,ZMO1279 and ZMO1899,-1000,1000,0,2.3.1.179|2.3.1.180|2.3.1.38|2.3.1.85|2.3.1.86,2.3.1.179|2.3.1.180|2.3.1.38|2.3.1.85|2.3.1.86,"{'AraCyc': 'ACP-S-ACETYLTRANSFER-RXN', 'bigg.reaction': 'ACOATA; ACOATAm; FAS1_s', 'EcoCyc': 'ACP-S-ACETYLTRANSFER-RXN', 'kegg.reaction': 'R01624', 'biocyc': 'META:ACP-S-ACETYLTRANSFER-RXN', 'seed.reaction': 'rxn05349', 'ec-code': '2.3.1.38', 'rhea': '41791','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acid metabolic cluster; 271-Bsub; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|lipid metabolism
rxn05350,rxn05350_c0,hexanoyl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,"{""cpd00067_c0"":-1.0,""cpd11472_c0"":-1.0,""cpd11492_c0"":-1.0,""cpd00011_c0"":1.0,""cpd11490_c0"":1.0,""cpd11493_c0"":1.0}",cpd00067_c0 + cpd11472_c0 + cpd11492_c0 --> cpd00011_c0 + cpd11490_c0 + cpd11493_c0,h_c + hexACP_c + malACP_c --> co2_c + 3oxocACP_c + ACP_c,H_plus_c0 + Hexanoyl_ACP_c0 + Malonyl_acyl_carrierprotein__c0 --> CO2_c0 + 3_oxooctanoyl_acp_c0 + ACP_c0,ZMO1899 and ZMO1278,0,1000,0,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86,"{'AraCyc': 'RXN-9523; RXN-9649', 'bigg.reaction': '3OAS80; CEM1_3; FAS2_3_1; MCMAT3', 'BrachyCyc': 'RXN-9523', 'kegg.reaction': 'R04957', 'biocyc': 'META:RXN-9523', 'seed.reaction': 'rxn05350', 'ec-code': ['2.3.1.179', '2.3.1.41'],'sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acid metabolic cluster; 271-Bsub; Fatty acids,Fatty acid biosynthesis,Lipid,,cis-vaccenate biosynthesis|lipid metabolism
rxn05357,db_rxn05357,Hexanoyl-[acyl-carrier protein]:oxoacyl- and enoyl-reducing and,"{""cpd00006_c0"":-1.0,""cpd11472_c0"":-1.0,""cpd00005_c0"":1.0,""cpd00067_c0"":1.0,""cpd11473_c0"":1.0}",cpd00006_c0 + cpd11472_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd11473_c0,nadp_c + hexACP_c <-- nadph_c + h_c + 2theACP_c,NADP_c0 + Hexanoyl_ACP_c0 <=> NADPH_c0 + H_plus_c0 + (2E)_Hexenoyl_[acp]_c0,,-1000,0,0,1.3.1.10|1.3.1.39|2.3.1.85,1.3.1.10|1.3.1.39|2.3.1.85,"{'AraCyc': 'RXN-9521', 'bigg.reaction': 'EAR60y; ETR1_2; FAS1_2_2', 'BrachyCyc': 'RXN-9521', 'kegg.reaction': 'R04956', 'biocyc': 'META:RXN-9521', 'seed.reaction': 'rxn05357', 'ec-code': ['1.3.1.10', '1.3.1.39'],'sbo':'SBO:0000176'}",Fatty acids,Fatty acid biosynthesis,Lipid,,
rxn05360,rxn05360_c0,4_methyl_3_oxo_hexanoyl_ACP_NADP_plus__oxidoreductase_c0,"{""cpd00005_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11496_c0"":-1.0,""cpd00006_c0"":1.0,""cpd11497_c0"":1.0}",cpd00005_c0 + cpd00067_c0 + cpd11496_c0 <=> cpd00006_c0 + cpd11497_c0,nadph_c + h_c + 4-methyl-3-oxo-hexanoyl-ACP_c <=> nadp_c + 4-methyl-3-hydroxy-hexanoyl-ACP_c,NADPH_c0 + H_plus_c0 + 4_methyl_3_oxo_hexanoyl_ACP_c0 <=> NADP_c0 + 4_methyl_3_hydroxy_hexanoyl_ACP_c0,ZMO1222 or ZMO1946 or ZMO0318 or ZMO0090 or ZMOp33x016,-1000,1000,0,1.1.1.0,1.1.1.0,"{'seed.reaction': 'rxn05360','sbo':'SBO:0000176'}","Cell wall of Mycobacteria; Fatty acid metabolic cluster; Hypothetical aromatic compound degradation cluster; metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids; 271-Bsub; Fatty acids",,Lipid,,
rxn05361,rxn05361_c0,4_methyl_3_hydroxy_hexanoyl_ACP_hydro_lyase_c0,"{""cpd11497_c0"":-1.0,""cpd00001_c0"":1.0,""cpd11498_c0"":1.0}",cpd11497_c0 --> cpd00001_c0 + cpd11498_c0,4-methyl-3-hydroxy-hexanoyl-ACP_c --> h2o_c + 4-methyl-trans-hex-2-enoyl-ACP_c,4_methyl_3_hydroxy_hexanoyl_ACP_c0 --> H2O_c0 + 4_methyl_trans_hex_2_enoyl_ACP_c0,,0,1000,0,4.2.1.0,4.2.1.0,"{'seed.reaction': 'rxn05361','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; Fatty acids,,Lipid,,
rxn05363,rxn05363_c0,4_methyl_hexanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,"{""cpd00067_c0"":-1.0,""cpd11492_c0"":-1.0,""cpd11499_c0"":-1.0,""cpd00011_c0"":1.0,""cpd11493_c0"":1.0,""cpd11500_c0"":1.0}",cpd00067_c0 + cpd11492_c0 + cpd11499_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11500_c0,h_c + malACP_c + 4-methyl-hexanoyl-ACP_c --> co2_c + ACP_c + 6-methyl-3-oxo-octanoyl-ACP_c,H_plus_c0 + Malonyl_acyl_carrierprotein__c0 + 4_methyl_hexanoyl_ACP_c0 --> CO2_c0 + ACP_c0 + 6_methyl_3_oxo_octanoyl_ACP_c0,ZMO1899 and ZMO1278,0,1000,0,2.3.1.0,2.3.1.0,"{'seed.reaction': 'rxn05363','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acid metabolic cluster; 271-Bsub; Fatty acids,,Lipid,,
rxn05364,rxn05364_c0,6_methyl_3_oxo_octanoyl_ACP_NADP_plus__oxidoreductase_c0,"{""cpd00005_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11500_c0"":-1.0,""cpd00006_c0"":1.0,""cpd11501_c0"":1.0}",cpd00005_c0 + cpd00067_c0 + cpd11500_c0 <=> cpd00006_c0 + cpd11501_c0,nadph_c + h_c + 6-methyl-3-oxo-octanoyl-ACP_c <=> nadp_c + 6-methyl-3-hydroxy-octanoyl-ACP_c,NADPH_c0 + H_plus_c0 + 6_methyl_3_oxo_octanoyl_ACP_c0 <=> NADP_c0 + 6_methyl_3_hydroxy_octanoyl_ACP_c0,ZMO0090 or ZMOp33x016 or ZMO1222 or ZMO1946 or ZMO0318,-1000,1000,0,1.1.1.0,1.1.1.0,"{'seed.reaction': 'rxn05364','sbo':'SBO:0000176'}","Cell wall of Mycobacteria; Fatty acid metabolic cluster; Hypothetical aromatic compound degradation cluster; metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids; 271-Bsub; Fatty acids",,Lipid,,
rxn05365,rxn05365_c0,6_methyl_3_hydroxy_octanoyl_ACP_hydro_lyase_c0,"{""cpd11501_c0"":-1.0,""cpd00001_c0"":1.0,""cpd11502_c0"":1.0}",cpd11501_c0 --> cpd00001_c0 + cpd11502_c0,6-methyl-3-hydroxy-octanoyl-ACP_c --> h2o_c + 6-methyl-trans-oct-2-enoyl-ACP_c,6_methyl_3_hydroxy_octanoyl_ACP_c0 --> H2O_c0 + 6_methyl_trans_oct_2_enoyl_ACP_c0,,0,1000,0,4.2.1.0,4.2.1.0,"{'seed.reaction': 'rxn05365','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; Fatty acids,,Lipid,,
rxn05367,rxn05367_c0,6_methyl_octanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,"{""cpd00067_c0"":-1.0,""cpd11492_c0"":-1.0,""cpd11503_c0"":-1.0,""cpd00011_c0"":1.0,""cpd11493_c0"":1.0,""cpd11504_c0"":1.0}",cpd00067_c0 + cpd11492_c0 + cpd11503_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11504_c0,h_c + malACP_c + 6-methyl-octanoyl-ACP_c --> co2_c + ACP_c + 8-methyl-3-oxo-decanoyl-ACP_c,H_plus_c0 + Malonyl_acyl_carrierprotein__c0 + 6_methyl_octanoyl_ACP_c0 --> CO2_c0 + ACP_c0 + 8_methyl_3_oxo_decanoyl_ACP_c0,ZMO1899 and ZMO1278,0,1000,0,2.3.1.0,2.3.1.0,"{'seed.reaction': 'rxn05367','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acid metabolic cluster; 271-Bsub; Fatty acids,,Lipid,,
rxn05368,rxn05368_c0,8_methyl_3_oxo_decanoyl_ACP_NADP_plus__oxidoreductase_c0,"{""cpd00005_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11504_c0"":-1.0,""cpd00006_c0"":1.0,""cpd11505_c0"":1.0}",cpd00005_c0 + cpd00067_c0 + cpd11504_c0 <=> cpd00006_c0 + cpd11505_c0,nadph_c + h_c + 8-methyl-3-oxo-decanoyl-ACP_c <=> nadp_c + 8-methyl-3-hydroxy-decanoyl-ACP_c,NADPH_c0 + H_plus_c0 + 8_methyl_3_oxo_decanoyl_ACP_c0 <=> NADP_c0 + 8_methyl_3_hydroxy_decanoyl_ACP_c0,ZMO1222 or ZMO1946 or ZMO0318 or ZMO0090 or ZMOp33x016,-1000,1000,0,1.1.1.0,1.1.1.0,"{'seed.reaction': 'rxn05368','sbo':'SBO:0000176'}","Cell wall of Mycobacteria; Fatty acid metabolic cluster; Hypothetical aromatic compound degradation cluster; metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids; 271-Bsub; Fatty acids",,Lipid,,
rxn05369,rxn05369_c0,8_methyl_3_hydroxy_decanoyl_ACP_hydro_lyase_c0,"{""cpd11505_c0"":-1.0,""cpd00001_c0"":1.0,""cpd11506_c0"":1.0}",cpd11505_c0 --> cpd00001_c0 + cpd11506_c0,8-methyl-3-hydroxy-decanoyl-ACP_c --> h2o_c + 8-methyl-trans-dec-2-enoyl-ACP_c,8_methyl_3_hydroxy_decanoyl_ACP_c0 --> H2O_c0 + 8_methyl_trans_dec_2_enoyl_ACP_c0,,0,1000,0,4.2.1.0,4.2.1.0,"{'seed.reaction': 'rxn05369','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; Fatty acids,,Lipid,,
rxn05371,rxn05371_c0,8_methyl_decanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating_c0,"{""cpd00067_c0"":-1.0,""cpd11492_c0"":-1.0,""cpd11507_c0"":-1.0,""cpd00011_c0"":1.0,""cpd11493_c0"":1.0,""cpd11508_c0"":1.0}",cpd00067_c0 + cpd11492_c0 + cpd11507_c0 --> cpd00011_c0 + cpd11493_c0 + cpd11508_c0,h_c + malACP_c + 8-methyl-decanoyl-ACP_c --> co2_c + ACP_c + 10-methyl-3-oxo-dodecanoyl-ACP_c,H_plus_c0 + Malonyl_acyl_carrierprotein__c0 + 8_methyl_decanoyl_ACP_c0 --> CO2_c0 + ACP_c0 + 10_methyl_3_oxo_dodecanoyl_ACP_c0,ZMO1278 and ZMO1899,0,1000,0,2.3.1.0,2.3.1.0,"{'seed.reaction': 'rxn05371','sbo':'SBO:0000176'}",Cell wall of Mycobacteria; Fatty acid metabolic cluster; 271-Bsub; Fatty acids,,Lipid,,
rxn05372,rxn05372_c0,10_methyl_3_oxo_dodecanoyl_ACP_NADP_plus__oxidoreductase_c0,"{""cpd00005_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd11508_c0"":-1.0,""cpd00006_c0"":1.0,""cpd11509_c0"":1.0}",cpd00005_c0 + cpd00067_c0 + cpd11508_c0 <=> cpd00006_c0 + cpd11509_c0,nadph_c + h_c + 10-methyl-3-oxo-dodecanoyl-ACP_c <=> nadp_c + 10-methyl-3-hydroxy-dodecanoyl-ACP_c,NADPH_c0 + H_plus_c0 + 10_methyl_3_oxo_dodecanoyl_ACP_c0 <=> NADP_c0 + 10_methyl_3_hydroxy_dodecanoyl_ACP_c0,ZMOp33x016 or ZMO0090 or ZMO0318 or ZMO1946 or ZMO1222,-1000,1000,0,1.1.1.0,1.1.1.0,"{'seed.reaction': 'rxn05372','sbo':'SBO:0000176'}","Cell wall of Mycobacteria; Fatty acid metabolic cluster; Hypothetical aromatic compound degradation cluster; metabolism of linear and branched-chain alkanes, nitroalkanes and may be cyclic ketones, alkenoic acids; 271-Bsub; Fatty acids",,Lipid,,
